date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2025-10-05,20:45 (18:45),Ligue 1,2025-2026,Lille,Paris S-G,Home,Matchweek 7,0.5,1.0,1.0,9.0,3.0,16.1,0.0,0.0,1.5,1.0,1.0,17.0,5.0,20.2,1.0,0.0
2025-10-19,20:45 (18:45),Ligue 1,2025-2026,Lille,Nantes,Away,Matchweek 8,2.5,2.0,0.0,23.0,5.0,14.3,0.0,0.0,0.6,0.0,2.0,8.0,2.0,18.4,0.0,0.0
2025-10-23,21:00 (19:00),Europa Lg,2025-2026,Lille,gr PAOK,Home,League phase,1.6,3.0,4.0,22.0,11.0,18.0,3.0,0.0,2.3,4.0,3.0,7.0,6.0,21.4,0.0,0.0
2025-10-26,15:00 (14:00),Ligue 1,2025-2026,Lille,Metz,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Lille,Nice,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Lille,Angers,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-06,18:45 (17:45),Europa Lg,2025-2026,Lille,rs Red Star,Away,League phase,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Lille,Strasbourg,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,20:45 (19:45),Ligue 1,2025-2026,Lille,Paris FC,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-27,18:45 (17:45),Europa Lg,2025-2026,Lille,hr Dinamo Zagreb,Home,League phase,,,,,,,,,,,,,,,,
2025-11-30,17:15 (16:15),Ligue 1,2025-2026,Lille,Le Havre,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-05,21:00 (20:00),Ligue 1,2025-2026,Lille,Marseille,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-11,18:45 (17:45),Europa Lg,2025-2026,Lille,ch Young Boys,Away,League phase,,,,,,,,,,,,,,,,
2025-12-14,17:15 (16:15),Ligue 1,2025-2026,Lille,Auxerre,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Lille,Rennes,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Lille,Paris S-G,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-22,21:00 (20:00),Europa Lg,2025-2026,Lille,es Celta Vigo,Away,League phase,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Lille,Strasbourg,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-29,21:00 (20:00),Europa Lg,2025-2026,Lille,de Freiburg,Home,League phase,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Lille,Lyon,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Lille,Metz,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Lille,Brest,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Lille,Angers,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Lille,Nantes,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Lille,Lorient,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Lille,Rennes,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Lille,Marseille,Away,Matchweek 27,,,,,,,,,,,,,,,,
Date,Time,Comp,2025-2026,Lille,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Lille,Lens,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Lille,Toulouse,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Lille,Nice,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Lille,Paris FC,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Lille,Le Havre,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Lille,Monaco,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Lille,Auxerre,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,19:00 (17:00),Ligue 1,2025-2026,Monaco,Le Havre,Home,Matchweek 1,1.8,3.0,1.0,13.0,3.0,17.9,1.0,0.0,0.6,1.0,3.0,9.0,4.0,19.0,0.0,0.0
2025-08-24,20:45 (18:45),Ligue 1,2025-2026,Monaco,Lille,Away,Matchweek 2,1.2,0.0,1.0,6.0,1.0,12.7,0.0,0.0,2.9,1.0,0.0,17.0,1.0,19.5,0.0,0.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Monaco,Strasbourg,Home,Matchweek 3,1.9,3.0,2.0,12.0,4.0,13.7,0.0,0.0,1.6,2.0,3.0,11.0,3.0,17.1,1.0,1.0
2025-09-13,21:05 (19:05),Ligue 1,2025-2026,Monaco,Auxerre,Away,Matchweek 4,1.4,2.0,1.0,13.0,3.0,12.2,1.0,0.0,0.9,1.0,2.0,9.0,2.0,19.6,0.0,0.0
2025-09-18,18:45 (16:45),Champions Lg,2025-2026,Monaco,be Club Brugge,Away,League phase,1.5,1.0,4.0,12.0,4.0,22.2,0.0,0.0,3.0,4.0,1.0,26.0,10.0,14.9,0.0,0.0
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Monaco,Metz,Home,Matchweek 5,3.5,5.0,2.0,16.0,6.0,14.1,1.0,0.0,2.2,2.0,5.0,7.0,2.0,16.6,0.0,1.0
2025-09-27,17:00 (15:00),Ligue 1,2025-2026,Monaco,Lorient,Away,Matchweek 6,1.0,1.0,3.0,4.0,1.0,27.6,0.0,1.0,1.9,3.0,1.0,19.0,8.0,16.4,0.0,0.0
2025-10-01,21:00 (19:00),Champions Lg,2025-2026,Monaco,eng Manchester City,Home,League phase,1.4,2.0,2.0,7.0,2.0,18.0,0.0,1.0,1.5,2.0,2.0,18.0,6.0,16.4,0.0,0.0
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Monaco,Nice,Home,Matchweek 7,2.9,2.0,2.0,18.0,4.0,19.7,0.0,2.0,1.1,2.0,2.0,8.0,1.0,22.4,0.0,1.0
2025-10-18,19:00 (17:00),Ligue 1,2025-2026,Monaco,Angers,Away,Matchweek 8,1.9,1.0,1.0,11.0,4.0,15.9,0.0,0.0,1.8,1.0,1.0,16.0,3.0,16.2,0.0,0.0
2025-10-22,21:00 (19:00),Champions Lg,2025-2026,Monaco,eng Tottenham,Home,League phase,2.4,0.0,0.0,23.0,8.0,14.9,0.0,0.0,0.9,0.0,0.0,11.0,2.0,16.1,1.0,0.0
2025-10-25,19:00 (17:00),Ligue 1,2025-2026,Monaco,Toulouse,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Monaco,Nantes,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,19:00 (18:00),Ligue 1,2025-2026,Monaco,Paris FC,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-04,21:00 (20:00),Champions Lg,2025-2026,Monaco,no Bodø/Glimt,Away,League phase,,,,,,,,,,,,,,,,
2025-11-08,21:05 (20:05),Ligue 1,2025-2026,Monaco,Lens,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-22,19:00 (18:00),Ligue 1,2025-2026,Monaco,Rennes,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-26,19:45 (17:45),Champions Lg,2025-2026,Monaco,cy Pafos FC,Away,League phase,,,,,,,,,,,,,,,,
2025-11-29,17:00 (16:00),Ligue 1,2025-2026,Monaco,Paris S-G,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-05,19:00 (18:00),Ligue 1,2025-2026,Monaco,Brest,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-09,21:00 (20:00),Champions Lg,2025-2026,Monaco,tr Galatasaray,Home,League phase,,,,,,,,,,,,,,,,
2025-12-14,20:45 (19:45),Ligue 1,2025-2026,Monaco,Marseille,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Monaco,Lyon,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Monaco,Lorient,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-20,21:00 (20:00),Champions Lg,2025-2026,Monaco,es Real Madrid,Away,League phase,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Monaco,Le Havre,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-28,21:00 (20:00),Champions Lg,2025-2026,Monaco,it Juventus,Home,League phase,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Monaco,Rennes,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Monaco,Nice,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Monaco,Nantes,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Monaco,Lens,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Monaco,Angers,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Monaco,Paris S-G,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Monaco,Brest,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Monaco,Lyon,Away,Matchweek 27,,,,,,,,,,,,,,,,
Date,Time,Comp,2025-2026,Monaco,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Monaco,Marseille,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Monaco,Paris FC,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Monaco,Auxerre,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Monaco,Toulouse,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Monaco,Metz,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Monaco,Lille,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Monaco,Strasbourg,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,21:05 (19:05),Ligue 1,2025-2026,Toulouse,Nice,Away,Matchweek 1,0.6,1.0,0.0,10.0,2.0,16.3,0.0,0.0,0.8,0.0,1.0,13.0,2.0,22.3,1.0,0.0
2025-08-24,17:15 (15:15),Ligue 1,2025-2026,Toulouse,Brest,Home,Matchweek 2,1.3,2.0,0.0,6.0,3.0,10.3,0.0,0.0,0.9,0.0,2.0,16.0,2.0,16.0,1.0,0.0
2025-08-30,21:05 (19:05),Ligue 1,2025-2026,Toulouse,Paris S-G,Home,Matchweek 3,2.2,3.0,6.0,13.0,5.0,17.8,1.0,0.0,2.6,6.0,3.0,11.0,6.0,19.0,0.0,2.0
2025-09-14,15:00 (13:00),Ligue 1,2025-2026,Toulouse,Lille,Away,Matchweek 4,0.8,1.0,2.0,9.0,4.0,19.5,0.0,0.0,2.1,2.0,1.0,19.0,4.0,17.1,0.0,1.0
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Toulouse,Auxerre,Away,Matchweek 5,2.2,0.0,1.0,12.0,2.0,13.7,0.0,0.0,0.7,1.0,0.0,6.0,1.0,17.0,0.0,0.0
2025-09-27,19:00 (17:00),Ligue 1,2025-2026,Toulouse,Nantes,Home,Matchweek 6,2.0,2.0,2.0,19.0,6.0,17.7,0.0,1.0,1.2,2.0,2.0,12.0,2.0,18.6,1.0,0.0
2025-10-05,15:00 (13:00),Ligue 1,2025-2026,Toulouse,Lyon,Away,Matchweek 7,1.2,2.0,1.0,14.0,3.0,15.6,0.0,0.0,1.2,1.0,2.0,13.0,3.0,16.1,0.0,0.0
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Toulouse,Metz,Home,Matchweek 8,2.5,4.0,0.0,15.0,6.0,15.4,0.0,1.0,0.1,0.0,4.0,2.0,2.0,22.1,0.0,0.0
2025-10-25,19:00 (17:00),Ligue 1,2025-2026,Toulouse,Monaco,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Toulouse,Rennes,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Toulouse,Le Havre,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-09,15:00 (14:00),Ligue 1,2025-2026,Toulouse,Lorient,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,17:15 (16:15),Ligue 1,2025-2026,Toulouse,Angers,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-29,21:05 (20:05),Ligue 1,2025-2026,Toulouse,Marseille,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-06,19:00 (18:00),Ligue 1,2025-2026,Toulouse,Strasbourg,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-13,21:05 (20:05),Ligue 1,2025-2026,Toulouse,Paris FC,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Toulouse,Lens,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Toulouse,Nice,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Toulouse,Brest,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Toulouse,Auxerre,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Toulouse,Angers,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Toulouse,Le Havre,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Toulouse,Paris FC,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Toulouse,Rennes,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Toulouse,Marseille,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Toulouse,Metz,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Toulouse,Lorient,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Toulouse,Paris S-G,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Toulouse,Lille,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Toulouse,Lens,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Toulouse,Monaco,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Toulouse,Strasbourg,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Toulouse,Lyon,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Toulouse,Nantes,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-15,20:45 (18:45),Ligue 1,2025-2026,Rennes,Marseille,Home,Matchweek 1,1.5,1.0,0.0,12.0,5.0,20.1,0.0,0.0,1.7,0.0,1.0,24.0,2.0,16.8,0.0,0.0
2025-08-24,15:00 (13:00),Ligue 1,2025-2026,Rennes,Lorient,Away,Matchweek 2,0.1,0.0,4.0,4.0,1.0,28.3,0.0,0.0,2.9,4.0,0.0,22.0,7.0,17.2,1.0,0.0
2025-08-31,15:00 (13:00),Ligue 1,2025-2026,Rennes,Angers,Away,Matchweek 3,1.5,1.0,1.0,15.0,7.0,18.5,1.0,0.0,1.2,1.0,1.0,10.0,7.0,17.7,0.0,0.0
2025-09-14,20:45 (18:45),Ligue 1,2025-2026,Rennes,Lyon,Home,Matchweek 4,2.1,3.0,1.0,23.0,4.0,17.3,0.0,0.0,1.7,1.0,3.0,8.0,5.0,12.0,0.0,0.0
2025-09-20,17:00 (15:00),Ligue 1,2025-2026,Rennes,Nantes,Away,Matchweek 5,1.4,2.0,2.0,7.0,3.0,23.1,0.0,1.0,2.0,2.0,2.0,15.0,3.0,19.6,0.0,0.0
2025-09-28,20:45 (18:45),Ligue 1,2025-2026,Rennes,Lens,Home,Matchweek 6,1.2,0.0,0.0,14.0,2.0,16.7,0.0,0.0,1.0,0.0,0.0,13.0,2.0,16.3,1.0,0.0
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Rennes,Le Havre,Away,Matchweek 7,1.0,2.0,2.0,9.0,3.0,20.3,0.0,0.0,1.7,2.0,2.0,9.0,1.0,21.9,0.0,1.0
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Rennes,Auxerre,Home,Matchweek 8,2.0,2.0,2.0,19.0,7.0,14.9,0.0,0.0,1.5,2.0,2.0,6.0,3.0,29.3,0.0,1.0
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Rennes,Nice,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Rennes,Toulouse,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,15:00 (14:00),Ligue 1,2025-2026,Rennes,Strasbourg,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-07,20:45 (19:45),Ligue 1,2025-2026,Rennes,Paris FC,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-22,19:00 (18:00),Ligue 1,2025-2026,Rennes,Monaco,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-28,20:45 (19:45),Ligue 1,2025-2026,Rennes,Metz,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-06,21:05 (20:05),Ligue 1,2025-2026,Rennes,Paris S-G,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-13,17:00 (16:00),Ligue 1,2025-2026,Rennes,Brest,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Rennes,Lille,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Rennes,Le Havre,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Rennes,Lorient,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Rennes,Monaco,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Rennes,Lens,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Rennes,Paris S-G,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Rennes,Auxerre,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Rennes,Toulouse,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Rennes,Nice,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Rennes,Lille,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Rennes,Metz,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Rennes,Brest,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Rennes,Angers,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Rennes,Strasbourg,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Rennes,Nantes,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Rennes,Lyon,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Rennes,Paris FC,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Rennes,Marseille,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-06,21:00 (19:00),Champions Lg,2025-2026,Nice,pt Benfica,Home,Third qualifying round,,0.0,2.0,,,,,0.0,,2.0,0.0,,,,,0.0
2025-08-12,20:00 (19:00),Champions Lg,2025-2026,Nice,pt Benfica,Away,Third qualifying round,,0.0,2.0,,,,,0.0,,2.0,0.0,,,,,0.0
2025-08-16,21:05 (19:05),Ligue 1,2025-2026,Nice,Toulouse,Home,Matchweek 1,0.8,0.0,1.0,13.0,2.0,22.3,1.0,0.0,0.6,1.0,0.0,10.0,2.0,16.3,0.0,0.0
2025-08-23,19:00 (17:00),Ligue 1,2025-2026,Nice,Auxerre,Home,Matchweek 2,1.9,3.0,1.0,16.0,6.0,17.8,0.0,0.0,1.5,1.0,3.0,12.0,8.0,16.5,0.0,0.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Nice,Le Havre,Away,Matchweek 3,0.6,1.0,3.0,7.0,3.0,16.5,0.0,0.0,2.6,3.0,1.0,12.0,8.0,16.0,0.0,0.0
2025-09-13,17:00 (15:00),Ligue 1,2025-2026,Nice,Nantes,Home,Matchweek 4,1.7,1.0,0.0,19.0,8.0,17.6,0.0,0.0,0.8,0.0,1.0,14.0,3.0,20.6,0.0,0.0
2025-09-20,19:00 (17:00),Ligue 1,2025-2026,Nice,Brest,Away,Matchweek 5,2.3,1.0,4.0,21.0,4.0,15.0,0.0,0.0,2.0,4.0,1.0,11.0,5.0,17.4,0.0,0.0
2025-09-24,21:00 (19:00),Europa Lg,2025-2026,Nice,it Roma,Home,League phase,0.9,1.0,2.0,6.0,1.0,22.4,0.0,1.0,0.8,2.0,1.0,12.0,4.0,16.3,0.0,0.0
2025-09-28,15:00 (13:00),Ligue 1,2025-2026,Nice,Paris FC,Home,Matchweek 6,1.0,1.0,1.0,11.0,5.0,17.6,0.0,0.0,1.8,1.0,1.0,12.0,2.0,19.1,0.0,1.0
2025-10-02,19:45 (16:45),Europa Lg,2025-2026,Nice,tr Fenerbahçe,Away,League phase,1.3,1.0,2.0,9.0,2.0,20.6,0.0,1.0,1.5,2.0,1.0,17.0,5.0,21.8,0.0,0.0
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Nice,Monaco,Away,Matchweek 7,1.1,2.0,2.0,8.0,1.0,22.4,0.0,1.0,2.9,2.0,2.0,18.0,4.0,19.7,0.0,2.0
2025-10-18,17:00 (15:00),Ligue 1,2025-2026,Nice,Lyon,Home,Matchweek 8,0.7,3.0,2.0,5.0,4.0,9.6,0.0,0.0,3.3,2.0,3.0,28.0,6.0,18.4,0.0,0.0
2025-10-23,21:00 (19:00),Europa Lg,2025-2026,Nice,es Celta Vigo,Away,League phase,1.3,1.0,2.0,10.0,3.0,11.5,1.0,0.0,1.2,2.0,1.0,25.0,5.0,18.8,0.0,0.0
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Nice,Rennes,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Nice,Lille,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,17:00 (16:00),Ligue 1,2025-2026,Nice,Paris S-G,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-06,18:45 (17:45),Europa Lg,2025-2026,Nice,de Freiburg,Home,League phase,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Nice,Metz,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-21,20:45 (19:45),Ligue 1,2025-2026,Nice,Marseille,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-27,17:45,Europa Lg,2025-2026,Nice,pt Porto,Away,League phase,,,,,,,,,,,,,,,,
2025-11-30,17:15 (16:15),Ligue 1,2025-2026,Nice,Lorient,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,15:00 (14:00),Ligue 1,2025-2026,Nice,Angers,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-11,18:45 (17:45),Europa Lg,2025-2026,Nice,pt Braga,Home,League phase,,,,,,,,,,,,,,,,
2025-12-14,17:15 (16:15),Ligue 1,2025-2026,Nice,Lens,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Nice,Strasbourg,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Nice,Toulouse,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-22,21:00 (20:00),Europa Lg,2025-2026,Nice,nl Go Ahead Eag,Home,League phase,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Nice,Nantes,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-29,22:00 (20:00),Europa Lg,2025-2026,Nice,bg Ludogorets,Away,League phase,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Nice,Brest,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Nice,Monaco,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Nice,Lyon,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Nice,Lorient,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Nice,Paris FC,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Nice,Rennes,Home,Matchweek 25,,,,,,,,,,,,,,,,
Date,Time,Comp,2025-2026,Nice,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Nice,Angers,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Nice,Paris S-G,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Nice,Strasbourg,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Nice,Le Havre,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Nice,Lille,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Nice,Marseille,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Nice,Lens,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Nice,Auxerre,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Nice,Metz,Home,Matchweek 34,,,,,,,,,,,,,,,,
